purchase_date,time_to_go,takeoff_date,price,day_of_week,month,unsold_tickets,number_of_quotes
2015/5/14,79,2015/5/24,1019,0,5,863,172
2015/5/14,78,2015/5/24,1436,0,5,854,170
2015/5/15,77,2015/5/24,1132,0,5,845,169
2015/5/15,76,2015/5/24,1085,0,5,833,166
2015/5/15,75,2015/5/24,1190,0,5,821,164
2015/5/15,74,2015/5/24,1410,0,5,812,162
2015/5/15,73,2015/5/24,1313,0,5,801,160
2015/5/15,72,2015/5/24,1324,0,5,794,158
2015/5/15,71,2015/5/24,1431,0,5,793,158
2015/5/15,70,2015/5/24,1032,0,5,792,158
2015/5/16,69,2015/5/24,1426,0,5,786,157
2015/5/16,68,2015/5/24,1407,0,5,783,156
2015/5/16,67,2015/5/24,1049,0,5,780,156
2015/5/16,66,2015/5/24,1449,0,5,777,155
2015/5/16,65,2015/5/24,1220,0,5,765,153
2015/5/16,64,2015/5/24,1418,0,5,756,151
2015/5/16,63,2015/5/24,1198,0,5,746,149
2015/5/16,62,2015/5/24,1093,0,5,741,148
2015/5/17,61,2015/5/24,1264,0,5,728,145
2015/5/17,60,2015/5/24,1289,0,5,719,143
2015/5/17,59,2015/5/24,1371,0,5,717,143
2015/5/17,58,2015/5/24,1445,0,5,705,141
2015/5/17,57,2015/5/24,1448,0,5,704,140
2015/5/17,56,2015/5/24,1112,0,5,695,139
2015/5/17,55,2015/5/24,1457,0,5,690,138
2015/5/18,54,2015/5/24,1082,0,5,681,136
2015/5/18,53,2015/5/24,1471,0,5,668,133
2015/5/18,52,2015/5/24,1184,0,5,667,133
2015/5/18,51,2015/5/24,1481,0,5,657,131
2015/5/18,50,2015/5/24,1220,0,5,649,129
2015/5/18,49,2015/5/24,1111,0,5,636,127
2015/5/18,48,2015/5/24,1191,0,5,631,126
2015/5/18,47,2015/5/24,1353,0,5,629,125
2015/5/19,46,2015/5/24,1013,0,5,620,124
2015/5/19,45,2015/5/24,1329,0,5,618,123
2015/5/19,44,2015/5/24,1118,0,5,604,120
2015/5/19,43,2015/5/24,1018,0,5,602,120
2015/5/19,42,2015/5/24,1071,0,5,595,119
2015/5/19,41,2015/5/24,1207,0,5,587,117
2015/5/19,40,2015/5/24,1467,0,5,574,114
2015/5/19,39,2015/5/24,1254,0,5,569,113
2015/5/20,38,2015/5/24,1332,0,5,557,111
2015/5/20,37,2015/5/24,1218,0,5,551,110
2015/5/20,36,2015/5/24,1384,0,5,545,109
2015/5/20,35,2015/5/24,1396,0,5,534,106
2015/5/20,34,2015/5/24,1056,0,5,529,105
2015/5/20,33,2015/5/24,1337,0,5,525,105
2015/5/20,32,2015/5/24,1392,0,5,518,103
2015/5/20,31,2015/5/24,1297,0,5,511,102
2015/5/21,30,2015/5/24,1111,0,5,506,101
2015/5/21,29,2015/5/24,1299,0,5,495,99
2015/5/21,28,2015/5/24,1104,0,5,483,96
2015/5/21,27,2015/5/24,1003,0,5,470,94
2015/5/21,26,2015/5/24,1042,0,5,466,93
2015/5/21,25,2015/5/24,1043,0,5,463,92
2015/5/21,24,2015/5/24,1388,0,5,459,91
2015/5/22,23,2015/5/24,1048,0,5,458,91
2015/5/22,22,2015/5/24,1096,0,5,453,90
2015/5/22,21,2015/5/24,1391,0,5,440,88
2015/5/22,20,2015/5/24,1051,0,5,431,86
2015/5/22,19,2015/5/24,1280,0,5,422,84
2015/5/22,18,2015/5/24,1280,0,5,420,84
2015/5/22,17,2015/5/24,1392,0,5,416,83
2015/5/22,16,2015/5/24,1348,0,5,411,82
2015/5/23,15,2015/5/24,1393,0,5,409,81
2015/5/23,14,2015/5/24,1072,0,5,399,79
2015/5/23,13,2015/5/24,1058,0,5,390,78
2015/5/23,12,2015/5/24,1111,0,5,381,76
2015/5/23,11,2015/5/24,1335,0,5,374,74
2015/5/23,10,2015/5/24,1497,0,5,365,73
2015/5/23,9,2015/5/24,1495,0,5,354,70
2015/5/23,8,2015/5/24,1054,0,5,344,68
2015/5/24,7,2015/5/24,1018,0,5,335,67
2015/5/24,6,2015/5/24,1088,0,5,332,66
2015/5/24,5,2015/5/24,1186,0,5,319,63
2015/5/24,4,2015/5/24,1357,0,5,313,62
2015/5/24,3,2015/5/24,1233,0,5,308,61
2015/5/24,2,2015/5/24,1234,0,5,304,60
2015/5/24,1,2015/5/24,1292,0,5,303,60
2015/4/25,240,2015/5/25,1466,1,5,2000,400
2015/4/25,239,2015/5/25,1294,1,5,1993,398
2015/4/25,238,2015/5/25,1002,1,5,1980,396
2015/4/25,237,2015/5/25,1213,1,5,1975,395
2015/4/25,236,2015/5/25,1078,1,5,1969,393
2015/4/25,235,2015/5/25,1000,1,5,1962,392
2015/4/25,234,2015/5/25,1480,1,5,1952,390
2015/4/25,233,2015/5/25,1139,1,5,1939,387
2015/4/26,232,2015/5/25,1122,1,5,1937,387
2015/4/26,231,2015/5/25,1492,1,5,1926,385
2015/4/26,230,2015/5/25,1234,1,5,1912,382
2015/4/26,229,2015/5/25,1068,1,5,1910,382
2015/4/26,228,2015/5/25,1000,1,5,1909,381
2015/4/26,227,2015/5/25,1390,1,5,1897,379
2015/4/26,226,2015/5/25,1115,1,5,1893,378
2015/4/26,225,2015/5/25,1494,1,5,1881,376
2015/4/27,224,2015/5/25,1075,1,5,1867,373
2015/4/27,223,2015/5/25,1496,1,5,1866,373
2015/4/27,222,2015/5/25,1063,1,5,1859,371
2015/4/27,221,2015/5/25,1422,1,5,1846,369
2015/4/27,220,2015/5/25,1037,1,5,1832,366
2015/4/27,219,2015/5/25,1489,1,5,1819,363
2015/4/27,218,2015/5/25,1390,1,5,1813,362
2015/4/27,217,2015/5/25,1122,1,5,1807,361
2015/4/28,216,2015/5/25,1012,1,5,1798,359
2015/4/28,215,2015/5/25,1298,1,5,1789,357
2015/4/28,214,2015/5/25,1444,1,5,1777,355
2015/4/28,213,2015/5/25,1158,1,5,1773,354
2015/4/28,212,2015/5/25,1490,1,5,1761,352
2015/4/28,211,2015/5/25,1062,1,5,1749,349
2015/4/28,210,2015/5/25,1006,1,5,1736,347
2015/4/29,209,2015/5/25,1115,1,5,1735,347
2015/4/29,208,2015/5/25,1093,1,5,1726,345
2015/4/29,207,2015/5/25,1161,1,5,1719,343
2015/4/29,206,2015/5/25,1310,1,5,1713,342
2015/4/29,205,2015/5/25,1296,1,5,1703,340
2015/4/29,204,2015/5/25,1167,1,5,1691,338
2015/4/29,203,2015/5/25,1315,1,5,1679,335
2015/4/29,202,2015/5/25,1171,1,5,1678,335
2015/4/30,201,2015/5/25,1386,1,5,1668,333
2015/4/30,200,2015/5/25,1232,1,5,1664,332
2015/4/30,199,2015/5/25,1152,1,5,1661,332
2015/4/30,198,2015/5/25,1335,1,5,1649,329
2015/4/30,197,2015/5/25,1040,1,5,1637,327
2015/4/30,196,2015/5/25,1493,1,5,1628,325
2015/4/30,195,2015/5/25,1205,1,5,1616,323
2015/4/30,194,2015/5/25,1357,1,5,1610,322
2015/5/1,193,2015/5/25,1413,1,5,1599,319
2015/5/1,192,2015/5/25,1255,1,5,1597,319
2015/5/1,191,2015/5/25,1374,1,5,1585,317
2015/5/1,190,2015/5/25,1224,1,5,1583,316
2015/5/1,189,2015/5/25,1419,1,5,1571,314
2015/5/1,188,2015/5/25,1438,1,5,1570,314
2015/5/1,187,2015/5/25,1369,1,5,1565,313
2015/5/1,186,2015/5/25,1259,1,5,1558,311
2015/5/2,185,2015/5/25,1293,1,5,1548,309
2015/5/2,184,2015/5/25,1131,1,5,1540,308
2015/5/2,183,2015/5/25,1352,1,5,1531,306
2015/5/2,182,2015/5/25,1260,1,5,1522,304
2015/5/2,181,2015/5/25,1230,1,5,1509,301
2015/5/2,180,2015/5/25,1121,1,5,1504,300
2015/5/2,179,2015/5/25,1453,1,5,1492,298
2015/5/3,178,2015/5/25,1355,1,5,1479,295
2015/5/3,177,2015/5/25,1376,1,5,1476,295
2015/5/3,176,2015/5/25,1188,1,5,1462,292
2015/5/3,175,2015/5/25,1229,1,5,1460,292
2015/5/3,174,2015/5/25,1374,1,5,1452,290
2015/5/3,173,2015/5/25,1008,1,5,1439,287
2015/5/3,172,2015/5/25,1287,1,5,1430,286
2015/5/3,171,2015/5/25,1411,1,5,1416,283
2015/5/4,170,2015/5/25,1047,1,5,1403,280
2015/5/4,169,2015/5/25,1113,1,5,1393,278
2015/5/4,168,2015/5/25,1160,1,5,1391,278
2015/5/4,167,2015/5/25,1291,1,5,1387,277
2015/5/4,166,2015/5/25,1009,1,5,1384,276
2015/5/4,165,2015/5/25,1128,1,5,1378,275
2015/5/4,164,2015/5/25,1475,1,5,1364,272
2015/5/4,163,2015/5/25,1038,1,5,1362,272
2015/5/5,162,2015/5/25,1418,1,5,1353,270
2015/5/5,161,2015/5/25,1108,1,5,1346,269
2015/5/5,160,2015/5/25,1141,1,5,1338,267
2015/5/5,159,2015/5/25,1185,1,5,1329,265
2015/5/5,158,2015/5/25,1399,1,5,1318,263
2015/5/5,157,2015/5/25,1335,1,5,1309,261
2015/5/5,156,2015/5/25,1325,1,5,1295,259
2015/5/5,155,2015/5/25,1450,1,5,1294,258
2015/5/6,154,2015/5/25,1474,1,5,1280,256
2015/5/6,153,2015/5/25,1312,1,5,1271,254
2015/5/6,152,2015/5/25,1407,1,5,1262,252
2015/5/6,151,2015/5/25,1078,1,5,1254,250
2015/5/6,150,2015/5/25,1073,1,5,1247,249
2015/5/6,149,2015/5/25,1273,1,5,1236,247
2015/5/6,148,2015/5/25,1426,1,5,1225,245
2015/5/7,147,2015/5/25,1051,1,5,1219,243
2015/5/7,146,2015/5/25,1353,1,5,1216,243
2015/5/7,145,2015/5/25,1204,1,5,1204,240
2015/5/7,144,2015/5/25,1071,1,5,1200,240
2015/5/7,143,2015/5/25,1443,1,5,1194,238
2015/5/7,142,2015/5/25,1031,1,5,1181,236
2015/5/7,141,2015/5/25,1281,1,5,1173,234
2015/5/7,140,2015/5/25,1175,1,5,1163,232
2015/5/8,139,2015/5/25,1159,1,5,1159,231
2015/5/8,138,2015/5/25,1067,1,5,1150,230
2015/5/8,137,2015/5/25,1385,1,5,1147,229
2015/5/8,136,2015/5/25,1332,1,5,1144,228
2015/5/8,135,2015/5/25,1468,1,5,1137,227
2015/5/8,134,2015/5/25,1292,1,5,1123,224
2015/5/8,133,2015/5/25,1439,1,5,1109,221
2015/5/8,132,2015/5/25,1194,1,5,1101,220
2015/5/9,131,2015/5/25,1025,1,5,1090,218
2015/5/9,130,2015/5/25,1098,1,5,1080,216
2015/5/9,129,2015/5/25,1293,1,5,1072,214
2015/5/9,128,2015/5/25,1388,1,5,1061,212
2015/5/9,127,2015/5/25,1345,1,5,1060,212
2015/5/9,126,2015/5/25,1088,1,5,1053,210
2015/5/9,125,2015/5/25,1492,1,5,1046,209
2015/5/9,124,2015/5/25,1252,1,5,1034,206
2015/5/10,123,2015/5/25,1488,1,5,1030,206
2015/5/10,122,2015/5/25,1142,1,5,1019,203
2015/5/10,121,2015/5/25,1302,1,5,1017,203
2015/5/10,120,2015/5/25,1070,1,5,1012,202
2015/5/10,119,2015/5/25,1024,1,5,1000,200
2015/5/10,118,2015/5/25,1132,1,5,999,199
2015/5/10,117,2015/5/25,1120,1,5,996,199
2015/5/11,116,2015/5/25,1322,1,5,995,199
2015/5/11,115,2015/5/25,1473,1,5,989,197
2015/5/11,114,2015/5/25,1228,1,5,979,195
2015/5/11,113,2015/5/25,1344,1,5,978,195
2015/5/11,112,2015/5/25,1101,1,5,977,195
2015/5/11,111,2015/5/25,1360,1,5,973,194
2015/5/11,110,2015/5/25,1437,1,5,959,191
2015/5/11,109,2015/5/25,1309,1,5,948,189
2015/5/12,108,2015/5/25,1207,1,5,935,187
2015/5/12,107,2015/5/25,1254,1,5,934,186
2015/5/12,106,2015/5/25,1495,1,5,921,184
2015/5/12,105,2015/5/25,1091,1,5,908,181
2015/5/12,104,2015/5/25,1134,1,5,896,179
2015/5/12,103,2015/5/25,1465,1,5,884,176
2015/5/12,102,2015/5/25,1331,1,5,875,175
2015/5/12,101,2015/5/25,1003,1,5,865,173
2015/5/13,100,2015/5/25,1225,1,5,852,170
2015/5/13,99,2015/5/25,1178,1,5,847,169
2015/5/13,98,2015/5/25,1333,1,5,836,167
2015/5/13,97,2015/5/25,1248,1,5,826,165
2015/5/13,96,2015/5/25,1187,1,5,819,163
2015/5/13,95,2015/5/25,1318,1,5,812,162
2015/5/13,94,2015/5/25,1292,1,5,798,159
2015/5/13,93,2015/5/25,1488,1,5,786,157
2015/5/14,92,2015/5/25,1053,1,5,775,155
2015/5/14,91,2015/5/25,1241,1,5,766,153
2015/5/14,90,2015/5/25,1318,1,5,761,152
2015/5/14,89,2015/5/25,1381,1,5,754,150
2015/5/14,88,2015/5/25,1151,1,5,745,149
2015/5/14,87,2015/5/25,1277,1,5,740,148
2015/5/14,86,2015/5/25,1342,1,5,736,147
2015/5/15,85,2015/5/25,1416,1,5,734,146
2015/5/15,84,2015/5/25,1078,1,5,732,146
2015/5/15,83,2015/5/25,1394,1,5,720,144
2015/5/15,82,2015/5/25,1112,1,5,712,142
2015/5/15,81,2015/5/25,1164,1,5,701,140
2015/5/15,80,2015/5/25,1161,1,5,691,138
2015/5/15,79,2015/5/25,1039,1,5,681,136
2015/5/15,78,2015/5/25,1159,1,5,680,136
2015/5/16,77,2015/5/25,1328,1,5,672,134
2015/5/16,76,2015/5/25,1381,1,5,665,133
2015/5/16,75,2015/5/25,1188,1,5,659,131
2015/5/16,74,2015/5/25,1407,1,5,646,129
2015/5/16,73,2015/5/25,1143,1,5,639,127
2015/5/16,72,2015/5/25,1453,1,5,631,126
2015/5/16,71,2015/5/25,1033,1,5,618,123
2015/5/16,70,2015/5/25,1414,1,5,617,123
2015/5/17,69,2015/5/25,1203,1,5,607,121
2015/5/17,68,2015/5/25,1475,1,5,598,119
2015/5/17,67,2015/5/25,1375,1,5,596,119
2015/5/17,66,2015/5/25,1301,1,5,586,117
2015/5/17,65,2015/5/25,1325,1,5,579,115
2015/5/17,64,2015/5/25,1332,1,5,569,113
2015/5/17,63,2015/5/25,1401,1,5,561,112
2015/5/17,62,2015/5/25,1138,1,5,560,112
2015/5/18,61,2015/5/25,1375,1,5,547,109
2015/5/18,60,2015/5/25,1400,1,5,542,108
2015/5/18,59,2015/5/25,1344,1,5,535,107
2015/5/18,58,2015/5/25,1063,1,5,524,104
2015/5/18,57,2015/5/25,1210,1,5,519,103
2015/5/18,56,2015/5/25,1046,1,5,518,103
2015/5/18,55,2015/5/25,1158,1,5,516,103
2015/5/19,54,2015/5/25,1389,1,5,515,103
2015/5/19,53,2015/5/25,1278,1,5,502,100
2015/5/19,52,2015/5/25,1479,1,5,490,98
2015/5/19,51,2015/5/25,1368,1,5,476,95
2015/5/19,50,2015/5/25,1222,1,5,465,93
2015/5/19,49,2015/5/25,1031,1,5,458,91
2015/5/19,48,2015/5/25,1113,1,5,455,91
2015/5/19,47,2015/5/25,1193,1,5,441,88
2015/5/20,46,2015/5/25,1277,1,5,432,86
2015/5/20,45,2015/5/25,1276,1,5,425,85
2015/5/20,44,2015/5/25,1020,1,5,421,84
2015/5/20,43,2015/5/25,1393,1,5,416,83
2015/5/20,42,2015/5/25,1289,1,5,412,82
2015/5/20,41,2015/5/25,1204,1,5,406,81
2015/5/20,40,2015/5/25,1010,1,5,394,78
2015/5/20,39,2015/5/25,1254,1,5,386,77
2015/5/21,38,2015/5/25,1298,1,5,372,74
2015/5/21,37,2015/5/25,1381,1,5,359,71
2015/5/21,36,2015/5/25,1319,1,5,348,69
2015/5/21,35,2015/5/25,1462,1,5,337,67
2015/5/21,34,2015/5/25,1066,1,5,323,64
2015/5/21,33,2015/5/25,1132,1,5,321,64
2015/5/21,32,2015/5/25,1342,1,5,318,63
2015/5/21,31,2015/5/25,1192,1,5,315,63
2015/5/22,30,2015/5/25,1144,1,5,303,60
2015/5/22,29,2015/5/25,1300,1,5,302,60
2015/5/22,28,2015/5/25,1405,1,5,294,58
2015/5/22,27,2015/5/25,1289,1,5,282,56
2015/5/22,26,2015/5/25,1283,1,5,268,53
2015/5/22,25,2015/5/25,1446,1,5,267,53
2015/5/22,24,2015/5/25,1381,1,5,253,50
2015/5/23,23,2015/5/25,1352,1,5,250,50
2015/5/23,22,2015/5/25,1344,1,5,249,49
2015/5/23,21,2015/5/25,1122,1,5,237,47
2015/5/23,20,2015/5/25,1348,1,5,230,46
2015/5/23,19,2015/5/25,1146,1,5,219,43
2015/5/23,18,2015/5/25,1325,1,5,209,41
2015/5/23,17,2015/5/25,1441,1,5,197,39
2015/5/23,16,2015/5/25,1324,1,5,193,38
2015/5/24,15,2015/5/25,1196,1,5,182,36
2015/5/24,14,2015/5/25,1177,1,5,170,34
2015/5/24,13,2015/5/25,1295,1,5,162,32
2015/5/24,12,2015/5/25,1435,1,5,153,30
2015/5/24,11,2015/5/25,1121,1,5,149,29
2015/5/24,10,2015/5/25,1111,1,5,147,29
2015/5/24,9,2015/5/25,1378,1,5,134,26
2015/5/24,8,2015/5/25,1039,1,5,128,25
2015/5/25,7,2015/5/25,1327,1,5,121,24
2015/5/25,6,2015/5/25,1111,1,5,108,21
2015/5/25,5,2015/5/25,1123,1,5,99,19
2015/5/25,4,2015/5/25,1383,1,5,89,17
2015/5/25,3,2015/5/25,1413,1,5,78,15
2015/5/25,2,2015/5/25,1073,1,5,77,15
2015/5/25,1,2015/5/25,1401,1,5,68,13
2015/4/26,240,2015/5/26,1196,2,5,2000,400
2015/4/26,239,2015/5/26,1327,2,5,1993,398
2015/4/26,238,2015/5/26,1111,2,5,1989,397
2015/4/26,237,2015/5/26,1483,2,5,1983,396
2015/4/26,236,2015/5/26,1357,2,5,1975,395
2015/4/26,235,2015/5/26,1099,2,5,1969,393
2015/4/26,234,2015/5/26,1213,2,5,1960,392
2015/4/26,233,2015/5/26,1386,2,5,1953,390
2015/4/27,232,2015/5/26,1314,2,5,1945,389
2015/4/27,231,2015/5/26,1051,2,5,1940,388
2015/4/27,230,2015/5/26,1481,2,5,1926,385
2015/4/27,229,2015/5/26,1390,2,5,1912,382
2015/4/27,228,2015/5/26,1312,2,5,1905,381
2015/4/27,227,2015/5/26,1077,2,5,1892,378
2015/4/27,226,2015/5/26,1437,2,5,1882,376
2015/4/27,225,2015/5/26,1290,2,5,1868,373
2015/4/28,224,2015/5/26,1144,2,5,1857,371
2015/4/28,223,2015/5/26,1450,2,5,1852,370
2015/4/28,222,2015/5/26,1003,2,5,1838,367
2015/4/28,221,2015/5/26,1029,2,5,1826,365
2015/4/28,220,2015/5/26,1095,2,5,1813,362
2015/4/28,219,2015/5/26,1425,2,5,1809,361
2015/4/28,218,2015/5/26,1413,2,5,1799,359
2015/4/28,217,2015/5/26,1294,2,5,1793,358
2015/4/29,216,2015/5/26,1383,2,5,1784,356
2015/4/29,215,2015/5/26,1116,2,5,1777,355
2015/4/29,214,2015/5/26,1022,2,5,1775,355
2015/4/29,213,2015/5/26,1023,2,5,1769,353
2015/4/29,212,2015/5/26,1417,2,5,1762,352
2015/4/29,211,2015/5/26,1285,2,5,1758,351
2015/4/29,210,2015/5/26,1111,2,5,1755,351
2015/4/30,209,2015/5/26,1046,2,5,1750,350
2015/4/30,208,2015/5/26,1465,2,5,1748,349
2015/4/30,207,2015/5/26,1375,2,5,1737,347
2015/4/30,206,2015/5/26,1116,2,5,1732,346
2015/4/30,205,2015/5/26,1260,2,5,1719,343
2015/4/30,204,2015/5/26,1491,2,5,1717,343
2015/4/30,203,2015/5/26,1452,2,5,1716,343
2015/4/30,202,2015/5/26,1367,2,5,1702,340
2015/5/1,201,2015/5/26,1409,2,5,1698,339
2015/5/1,200,2015/5/26,1203,2,5,1684,336
2015/5/1,199,2015/5/26,1113,2,5,1679,335
2015/5/1,198,2015/5/26,1298,2,5,1677,335
2015/5/1,197,2015/5/26,1244,2,5,1665,333
2015/5/1,196,2015/5/26,1337,2,5,1660,332
2015/5/1,195,2015/5/26,1054,2,5,1649,329
2015/5/1,194,2015/5/26,1079,2,5,1643,328
2015/5/2,193,2015/5/26,1395,2,5,1640,328
2015/5/2,192,2015/5/26,1236,2,5,1632,326
2015/5/2,191,2015/5/26,1198,2,5,1623,324
2015/5/2,190,2015/5/26,1049,2,5,1620,324
2015/5/2,189,2015/5/26,1398,2,5,1608,321
2015/5/2,188,2015/5/26,1181,2,5,1606,321
2015/5/2,187,2015/5/26,1106,2,5,1602,320
2015/5/2,186,2015/5/26,1209,2,5,1599,319
2015/5/3,185,2015/5/26,1336,2,5,1597,319
2015/5/3,184,2015/5/26,1149,2,5,1585,317
2015/5/3,183,2015/5/26,1356,2,5,1583,316
2015/5/3,182,2015/5/26,1431,2,5,1581,316
2015/5/3,181,2015/5/26,1260,2,5,1569,313
2015/5/3,180,2015/5/26,1381,2,5,1557,311
2015/5/3,179,2015/5/26,1035,2,5,1545,309
2015/5/4,178,2015/5/26,1037,2,5,1531,306
2015/5/4,177,2015/5/26,1257,2,5,1520,304
2015/5/4,176,2015/5/26,1458,2,5,1515,303
2015/5/4,175,2015/5/26,1070,2,5,1503,300
2015/5/4,174,2015/5/26,1458,2,5,1500,300
2015/5/4,173,2015/5/26,1390,2,5,1494,298
2015/5/4,172,2015/5/26,1394,2,5,1490,298
2015/5/4,171,2015/5/26,1060,2,5,1484,296
2015/5/5,170,2015/5/26,1174,2,5,1477,295
2015/5/5,169,2015/5/26,1411,2,5,1469,293
2015/5/5,168,2015/5/26,1111,2,5,1462,292
2015/5/5,167,2015/5/26,1056,2,5,1457,291
2015/5/5,166,2015/5/26,1454,2,5,1454,290
2015/5/5,165,2015/5/26,1434,2,5,1442,288
2015/5/5,164,2015/5/26,1459,2,5,1430,286
2015/5/5,163,2015/5/26,1200,2,5,1427,285
2015/5/6,162,2015/5/26,1425,2,5,1421,284
2015/5/6,161,2015/5/26,1050,2,5,1414,282
2015/5/6,160,2015/5/26,1254,2,5,1410,282
2015/5/6,159,2015/5/26,1221,2,5,1407,281
2015/5/6,158,2015/5/26,1439,2,5,1400,280
2015/5/6,157,2015/5/26,1422,2,5,1386,277
2015/5/6,156,2015/5/26,1376,2,5,1385,277
2015/5/6,155,2015/5/26,1202,2,5,1379,275
2015/5/7,154,2015/5/26,1368,2,5,1367,273
2015/5/7,153,2015/5/26,1452,2,5,1366,273
2015/5/7,152,2015/5/26,1430,2,5,1365,273
2015/5/7,151,2015/5/26,1075,2,5,1364,272
2015/5/7,150,2015/5/26,1174,2,5,1360,272
2015/5/7,149,2015/5/26,1209,2,5,1359,271
2015/5/7,148,2015/5/26,1310,2,5,1348,269
2015/5/8,147,2015/5/26,1252,2,5,1342,268
2015/5/8,146,2015/5/26,1022,2,5,1337,267
2015/5/8,145,2015/5/26,1360,2,5,1335,267
2015/5/8,144,2015/5/26,1102,2,5,1327,265
2015/5/8,143,2015/5/26,1042,2,5,1321,264
2015/5/8,142,2015/5/26,1368,2,5,1319,263
2015/5/8,141,2015/5/26,1044,2,5,1314,262
2015/5/8,140,2015/5/26,1356,2,5,1304,260
2015/5/9,139,2015/5/26,1060,2,5,1292,258
2015/5/9,138,2015/5/26,1455,2,5,1285,257
2015/5/9,137,2015/5/26,1222,2,5,1274,254
2015/5/9,136,2015/5/26,1299,2,5,1273,254
2015/5/9,135,2015/5/26,1190,2,5,1261,252
2015/5/9,134,2015/5/26,1424,2,5,1257,251
2015/5/9,133,2015/5/26,1279,2,5,1250,250
2015/5/9,132,2015/5/26,1304,2,5,1247,249
2015/5/10,131,2015/5/26,1165,2,5,1233,246
2015/5/10,130,2015/5/26,1175,2,5,1226,245
2015/5/10,129,2015/5/26,1247,2,5,1224,244
2015/5/10,128,2015/5/26,1187,2,5,1215,243
2015/5/10,127,2015/5/26,1098,2,5,1212,242
2015/5/10,126,2015/5/26,1174,2,5,1209,241
2015/5/10,125,2015/5/26,1352,2,5,1195,239
2015/5/10,124,2015/5/26,1368,2,5,1184,236
2015/5/11,123,2015/5/26,1392,2,5,1181,236
2015/5/11,122,2015/5/26,1091,2,5,1177,235
2015/5/11,121,2015/5/26,1050,2,5,1169,233
2015/5/11,120,2015/5/26,1075,2,5,1159,231
2015/5/11,119,2015/5/26,1197,2,5,1149,229
2015/5/11,118,2015/5/26,1112,2,5,1146,229
2015/5/11,117,2015/5/26,1082,2,5,1136,227
2015/5/12,116,2015/5/26,1247,2,5,1134,226
2015/5/12,115,2015/5/26,1385,2,5,1131,226
2015/5/12,114,2015/5/26,1085,2,5,1123,224
2015/5/12,113,2015/5/26,1124,2,5,1118,223
2015/5/12,112,2015/5/26,1252,2,5,1113,222
2015/5/12,111,2015/5/26,1344,2,5,1101,220
2015/5/12,110,2015/5/26,1323,2,5,1088,217
2015/5/12,109,2015/5/26,1287,2,5,1082,216
2015/5/13,108,2015/5/26,1136,2,5,1073,214
2015/5/13,107,2015/5/26,1418,2,5,1068,213
2015/5/13,106,2015/5/26,1141,2,5,1056,211
2015/5/13,105,2015/5/26,1207,2,5,1042,208
2015/5/13,104,2015/5/26,1261,2,5,1032,206
2015/5/13,103,2015/5/26,1426,2,5,1021,204
2015/5/13,102,2015/5/26,1253,2,5,1012,202
2015/5/13,101,2015/5/26,1185,2,5,1001,200
2015/5/14,100,2015/5/26,1366,2,5,1000,200
2015/5/14,99,2015/5/26,1303,2,5,989,197
2015/5/14,98,2015/5/26,1330,2,5,987,197
2015/5/14,97,2015/5/26,1467,2,5,977,195
2015/5/14,96,2015/5/26,1306,2,5,969,193
2015/5/14,95,2015/5/26,1065,2,5,960,192
2015/5/14,94,2015/5/26,1411,2,5,951,190
2015/5/14,93,2015/5/26,1495,2,5,938,187
2015/5/15,92,2015/5/26,1410,2,5,925,185
2015/5/15,91,2015/5/26,1372,2,5,911,182
2015/5/15,90,2015/5/26,1344,2,5,897,179
2015/5/15,89,2015/5/26,1191,2,5,896,179
2015/5/15,88,2015/5/26,1248,2,5,889,177
2015/5/15,87,2015/5/26,1030,2,5,886,177
2015/5/15,86,2015/5/26,1491,2,5,873,174
2015/5/16,85,2015/5/26,1117,2,5,862,172
2015/5/16,84,2015/5/26,1355,2,5,851,170
2015/5/16,83,2015/5/26,1302,2,5,837,167
2015/5/16,82,2015/5/26,1038,2,5,832,166
2015/5/16,81,2015/5/26,1440,2,5,830,166
2015/5/16,80,2015/5/26,1399,2,5,820,164
2015/5/16,79,2015/5/26,1175,2,5,818,163
2015/5/16,78,2015/5/26,1019,2,5,815,163
2015/5/17,77,2015/5/26,1063,2,5,814,162
2015/5/17,76,2015/5/26,1307,2,5,811,162
2015/5/17,75,2015/5/26,1400,2,5,808,161
2015/5/17,74,2015/5/26,1094,2,5,794,158
2015/5/17,73,2015/5/26,1176,2,5,790,158
2015/5/17,72,2015/5/26,1428,2,5,781,156
2015/5/17,71,2015/5/26,1365,2,5,773,154
2015/5/17,70,2015/5/26,1074,2,5,769,153
2015/5/18,69,2015/5/26,1302,2,5,761,152
2015/5/18,68,2015/5/26,1057,2,5,747,149
2015/5/18,67,2015/5/26,1387,2,5,735,147
2015/5/18,66,2015/5/26,1213,2,5,734,146
2015/5/18,65,2015/5/26,1234,2,5,730,146
2015/5/18,64,2015/5/26,1376,2,5,720,144
2015/5/18,63,2015/5/26,1417,2,5,708,141
2015/5/18,62,2015/5/26,1452,2,5,703,140
2015/5/19,61,2015/5/26,1103,2,5,693,138
2015/5/19,60,2015/5/26,1444,2,5,687,137
2015/5/19,59,2015/5/26,1464,2,5,680,136
2015/5/19,58,2015/5/26,1072,2,5,677,135
2015/5/19,57,2015/5/26,1278,2,5,670,134
2015/5/19,56,2015/5/26,1092,2,5,664,132
2015/5/19,55,2015/5/26,1049,2,5,662,132
2015/5/20,54,2015/5/26,1151,2,5,650,130
2015/5/20,53,2015/5/26,1056,2,5,649,129
